,TCGA.AB.2856.03A,TCGA.AB.2849.03A,TCGA.AB.2971.03A,TCGA.AB.2930.03A,TCGA.AB.2891.03A,TCGA.AB.2872.03A,TCGA.AB.2851.03A,TCGA.AB.3011.03A,TCGA.AB.2949.03B
ENSG00000172469.13,347,2191,589,1431,1196,401,760,444,789
ENSG00000172476.3,27,31,48,48,11,63,42,36,59
ENSG00000172478.16,1,1,2,0,2,1,12,0,1
ENSG00000172482.4,0,3,0,2,0,6,117,0,74
ENSG00000172487.3,0,3,0,0,0,0,0,0,0
ENSG00000172489.5,0,0,0,0,0,0,0,0,0
ENSG00000172493.19,4413,17764,8969,11065,5659,6181,7878,8659,18018
ENSG00000172497.7,2,32,4,1,6,4,0,8,14
ENSG00000172500.11,2564,484,744,2122,1513,987,1310,645,1530
ENSG00000172508.9,136,827,119,240,179,94,156,229,503
ENSG00000172519.8,0,0,1,1,1,17,0,0,0
ENSG00000172530.18,629,593,732,911,643,544,879,652,748
ENSG00000172531.13,8783,1728,2469,5362,4897,2089,6791,2444,5073
ENSG00000172534.12,12054,7580,6672,18434,17223,8781,10469,12937,8386
ENSG00000172538.6,0,0,0,0,0,0,0,0,0
ENSG00000172543.6,8053,565,1480,5345,1865,5609,4934,1508,3816
ENSG00000172548.13,3,16,41,8,27,19,17,30,7
ENSG00000172551.9,0,1,0,1,0,0,0,0,0
ENSG00000172554.10,1,6,7,2,5,9,2,13,8
ENSG00000172568.4,16,228,83,58,55,42,32,67,72
ENSG00000172572.6,25,63,5,22,4,121,46,4,15
ENSG00000172575.10,192,1964,1166,900,451,326,343,416,773
ENSG00000172578.10,2090,4835,1805,4988,3141,1348,2552,2268,6207
ENSG00000172586.7,622,255,241,686,356,308,423,236,525
ENSG00000172590.17,635,609,463,852,293,343,429,373,651
ENSG00000172594.11,7,44,473,11,25,8,282,57,104
ENSG00000172602.8,7,43,7,12,11,6,5,12,16
ENSG00000172613.6,1183,622,865,1675,784,956,787,941,940
ENSG00000172638.11,76,193,244,117,156,205,195,266,459
ENSG00000172640.3,2,11,11,2,9,4,12,7,8
ENSG00000172650.11,56,63,52,126,68,120,76,62,79
ENSG00000172661.16,2111,1881,1685,2948,1906,1551,2120,967,1764
ENSG00000172663.7,644,448,351,751,277,458,517,487,674
ENSG00000172667.9,1636,4920,1227,2171,1829,1358,1135,1205,1835
ENSG00000172671.18,252,369,549,532,229,454,270,151,492
ENSG00000172673.9,36,210,407,77,135,87,66,69,67
ENSG00000172680.1,0,1,0,0,1,0,0,0,0
ENSG00000172687.12,341,821,804,924,437,468,203,477,496
ENSG00000172689.1,2,3,1,1,0,1,1,0,1
ENSG00000172716.15,2743,6876,3010,7625,2716,187,2227,2464,2643
ENSG00000172717.14,14,55,46,13,29,53,28,37,19
ENSG00000172724.10,0,0,3,0,0,3,1,0,1
ENSG00000172725.12,2924,689,1591,2248,1146,1551,3398,1449,2227
ENSG00000172728.14,240,911,463,536,131,497,226,312,895
ENSG00000172731.12,575,780,223,401,134,73,204,374,544
ENSG00000172732.10,2260,671,1034,2514,1528,1383,1515,1124,1452
ENSG00000172733.11,0,4,27,0,7,52,1,1,1
ENSG00000172738.10,218,28,119,503,1217,622,132,96,168
ENSG00000172742.4,0,0,0,0,0,0,0,0,0
ENSG00000172746.6,5,10,7,10,10,6,1,3,27
ENSG00000172748.11,66,148,109,163,73,281,81,106,134
ENSG00000172752.13,5,11,2,9,0,2,9,3,0
ENSG00000172757.11,39960,4849,12860,25677,24931,12105,27401,11411,17699
ENSG00000172765.15,596,1261,759,848,904,745,734,689,991
ENSG00000172766.17,897,1536,1634,1860,801,1483,1105,1716,1896
ENSG00000172769.2,0,0,0,0,0,0,0,0,0
ENSG00000172771.10,30,127,47,96,145,117,51,181,30
ENSG00000172772.3,0,0,0,1,0,0,0,0,0
ENSG00000172774.7,0,0,0,0,0,0,0,0,0
ENSG00000172775.15,3923,3958,2861,4318,2733,2325,2959,3206,5206
ENSG00000172780.15,56,37,49,30,35,109,199,21,96
ENSG00000172782.10,3,3,12,2,4,32,2,6,17
ENSG00000172785.17,468,503,216,670,434,367,264,354,650
ENSG00000172789.3,0,14,0,0,0,0,0,0,0
ENSG00000172794.18,9162,11300,3206,8412,3300,2085,4107,4786,7129
ENSG00000172795.14,1656,6444,3102,4313,3617,4636,3404,2028,4654
ENSG00000172799.5,0,11,1,1,12,3,3,1,6
ENSG00000172803.16,147,239,323,605,222,279,271,327,365
ENSG00000172809.11,14416,8446,6915,10013,7690,7492,7372,4816,15394
ENSG00000172817.3,64,9,89,148,1,5,169,18,1
ENSG00000172818.8,3,8,3,11,4,10,1,7,2
ENSG00000172819.15,303,146,407,208,414,330,698,104,251
ENSG00000172824.13,23,31,136,111,37,8,376,32,212
ENSG00000172828.11,83,480,9,66,50,85,21,12,40
ENSG00000172830.11,2713,790,1102,2538,528,2644,2497,2095,2097
ENSG00000172831.10,2528,1157,1166,2211,1894,1410,2035,1196,1454
ENSG00000172840.5,416,891,239,945,399,628,253,346,687
ENSG00000172845.12,1970,6276,3953,4448,3996,2769,4291,3158,5764
ENSG00000172867.3,0,17,2,2,1,0,1,4,8
ENSG00000172869.13,1126,4710,3640,4656,2894,2480,3254,2353,5847
ENSG00000172878.12,986,877,413,2020,417,1274,378,633,861
ENSG00000172888.10,1028,2408,1790,2842,1587,2533,1605,1586,3029
ENSG00000172889.14,870,510,31,3962,1054,718,1402,292,4334
ENSG00000172890.10,8936,4597,4238,9646,3818,6832,5282,6445,5440
ENSG00000172893.14,1481,454,62,1152,1147,1039,325,126,661
ENSG00000172900.10,1,1,2,0,4,4,0,0,3
ENSG00000172901.18,7,25,10,17,16,23,6,2,8
ENSG00000172912.4,19,33,31,17,31,26,31,44,24
ENSG00000172915.17,8,1409,884,15,127,63,40,154,617
ENSG00000172922.7,3521,526,1599,5095,984,2032,1369,1381,1662
ENSG00000172927.6,22,6,3,0,13,9,4,0,2
ENSG00000172932.13,9455,2095,6472,9017,5288,17313,10697,5458,4873
ENSG00000172935.8,5,1,2,1,2,38,22,2,6
ENSG00000172936.11,6282,3317,5353,6146,6369,1291,12315,3656,4750
ENSG00000172938.3,0,3,5,2,5,5,1,7,2
ENSG00000172939.7,2015,3395,1549,2874,2579,1327,1955,1510,2842
ENSG00000172940.10,7,25,19,9,18,58,29,58,11
ENSG00000172943.17,2422,4300,2038,3754,2743,2576,2631,2402,2600
ENSG00000172954.12,488,1029,435,663,676,422,370,533,804
ENSG00000172955.16,10,201,83,10,13,31,11,34,45
ENSG00000172965.13,906,456,313,537,365,558,577,547,586
ENSG00000172967.7,23,170,8,66,14,2,12,5,110
ENSG00000172969.6,0,14,2,0,1,26,5,4,5
ENSG00000172971.7,15,2,4,6,16,4,5,3,3
ENSG00000172974.11,76,65,37,80,86,51,55,66,178
ENSG00000172977.11,1753,765,1117,1917,1325,1450,1174,1005,1322
ENSG00000172985.10,89,997,75,60,282,54,234,514,86
ENSG00000172986.11,12,3381,5,338,288,229,0,5,651
ENSG00000172987.11,2,0,0,5,0,0,1,2,1
ENSG00000172992.10,1754,1324,702,2305,936,819,1110,1058,1337
ENSG00000172995.15,0,4317,1,4,401,39,0,4,335
ENSG00000173011.11,803,683,512,534,630,525,987,399,338
ENSG00000173013.5,24,19,31,11,38,52,50,71,26
ENSG00000173020.9,32329,9808,14422,32887,19392,26931,27578,13376,25275
ENSG00000173039.17,3953,1894,2747,3694,3066,2443,3850,3062,3285
ENSG00000173040.11,9,7,49,3,4,5,4,2,681
ENSG00000173041.10,295,1621,657,1154,530,2185,462,576,735
ENSG00000173064.9,3902,11375,7429,10337,7604,10799,7285,7790,7560
ENSG00000173065.12,1429,3015,1023,1944,1409,1402,1399,1467,1373
ENSG00000173068.16,5,34,7,13,19,59,24,6,7
ENSG00000173077.13,0,5,4,1,2,0,1,0,0
ENSG00000173080.5,65,143,154,179,91,428,295,582,216
ENSG00000173083.13,234,335,433,107,198,38,1174,8,650
ENSG00000173085.12,758,524,591,969,518,570,736,252,846
ENSG00000173088.11,13,50,46,32,17,40,19,22,20
ENSG00000173093.11,0,4,0,0,0,1,0,0,0
ENSG00000173110.7,108,22,123,68,30,18,614,1,36
ENSG00000173113.5,1925,464,758,1347,1129,837,1202,686,1313
ENSG00000173114.11,47,103,222,41,81,105,78,123,60
ENSG00000173120.13,8734,10386,9781,11260,9753,8446,10659,10502,10491
ENSG00000173124.13,15,10,105,32,3,5,24,6,13
ENSG00000173137.10,392,176,223,408,229,233,263,238,261
ENSG00000173141.4,1943,856,673,1981,837,910,856,996,1422
ENSG00000173145.10,614,1034,571,1229,308,546,540,612,788
ENSG00000173153.12,2139,292,623,1225,1042,1211,1681,629,632
ENSG00000173156.5,2,3,0,2,0,3,1,5,12
ENSG00000173157.15,0,14,1,2,1,0,1,0,0
ENSG00000173163.9,542,282,306,502,384,454,381,323,562
ENSG00000173166.16,13,126,110,20,71,34,173,64,59
ENSG00000173171.13,953,339,395,891,440,546,560,426,440
ENSG00000173175.13,12,15,12,21,82,36,21,17,30
ENSG00000173193.12,2915,11949,7479,5073,4877,1939,6284,4248,11600
ENSG00000173198.5,821,517,977,1333,1037,175,1081,659,1180
ENSG00000173200.11,1754,1752,961,1935,277,2141,1653,2057,2296
ENSG00000173207.11,490,224,259,791,603,332,224,388,580
ENSG00000173208.3,34,95,161,32,46,30,38,22,13
ENSG00000173209.21,3201,4217,4819,9965,2726,4910,3362,4200,7019
ENSG00000173210.18,42,104,7,9,162,31,9,10,24
ENSG00000173212.4,2,6,13,1,20,56,13,3,0
ENSG00000173213.8,0,2,2,0,8,32,75,0,0
ENSG00000173214.5,726,1761,918,1729,719,1113,1154,841,862
ENSG00000173218.13,1838,5387,1196,838,936,413,595,2071,889
ENSG00000173221.12,1408,839,1362,1880,1546,1493,2251,464,1956
ENSG00000173226.15,1271,1659,1042,2341,1150,1224,1204,1322,2480
ENSG00000173227.12,2,12,5,0,3,15,4,2,3
ENSG00000173230.14,4762,8102,6869,7649,4485,5459,5312,4503,9409
ENSG00000173231.6,0,1,0,1,0,2,0,0,1
ENSG00000173237.4,0,0,0,1,0,1,0,1,0
ENSG00000173239.12,18,6,7,2,0,4,20,1,2
ENSG00000173250.2,1,3,4,8,4,12,10,6,2
ENSG00000173253.13,0,1,1,2,2,1,1,0,0
ENSG00000173258.11,1,20,47,4,13,41,7,23,13
ENSG00000173261.7,15,11,12,31,24,27,11,9,26
ENSG00000173262.10,10,62,63,209,77,34,88,25,100
ENSG00000173264.12,856,281,416,883,525,487,715,654,348
ENSG00000173267.12,3,1,6,2,5,3,7,2,0
ENSG00000173269.12,30,30,10,5,6,139,21,49,17
ENSG00000173272.12,1064,449,236,921,637,428,414,441,932
ENSG00000173273.14,1618,5729,2708,3391,2406,3712,2237,3396,3094
ENSG00000173275.11,138,296,219,297,116,59,221,113,298
ENSG00000173276.12,286,1099,996,914,1024,896,765,624,1931
ENSG00000173281.4,126,433,274,243,288,309,350,227,707
ENSG00000173285.3,0,0,0,0,0,0,0,0,0
ENSG00000173295.6,453,144,194,630,182,242,258,331,392
ENSG00000173302.5,0,0,0,0,0,0,0,0,0
ENSG00000173320.8,63,770,417,245,4,632,2,129,259
ENSG00000173327.6,7695,1256,2470,5329,3966,3227,9430,3852,4900
ENSG00000173334.3,4221,1203,4823,1346,2048,1704,7968,3148,5578
ENSG00000173335.4,0,0,1,0,0,0,0,0,0
ENSG00000173338.11,40,25,66,45,51,97,123,162,77
ENSG00000173349.5,0,0,0,0,0,0,0,0,0
ENSG00000173357.11,0,0,0,0,0,0,0,0,0
ENSG00000173366.11,1,0,0,0,0,1,4,1,2
ENSG00000173369.14,16,580,119,6,450,73,50,18,13
ENSG00000173372.15,1358,303,113,12,333,37,560,18,15
ENSG00000173376.12,0,13,1,0,1,6,1,4,1
ENSG00000173389.14,0,1,0,0,0,1,0,0,0
ENSG00000173391.7,19,56,37,423,10,6,22,37,187
ENSG00000173401.8,12,1,32,32,17,20,17,12,35
ENSG00000173402.10,778,743,609,1011,541,349,1195,716,446
ENSG00000173404.4,3,2,1,2,0,2,2,1,1
ENSG00000173406.14,5,4,8,6,1,7,1,7,9
ENSG00000173409.12,616,472,352,764,383,224,404,305,754
ENSG00000173418.10,1303,873,787,1541,1089,718,944,712,1566
ENSG00000173421.15,42,55,89,81,119,151,114,173,50
ENSG00000173431.2,0,1,4,0,0,3,3,1,0
ENSG00000173432.9,0,0,2,3,3,6,4,4,2
ENSG00000173436.12,613,404,500,738,396,489,520,322,606
ENSG00000173442.10,8284,2341,4781,6332,5554,4292,10654,2346,5051
ENSG00000173451.5,162,649,146,473,181,99,218,86,255
ENSG00000173452.12,0,9,48,0,0,0,4,21,0
ENSG00000173456.4,1621,845,496,1608,2072,689,1039,606,890
ENSG00000173457.9,2091,508,394,1297,994,597,710,578,1416
ENSG00000173464.13,0,0,0,0,1,0,0,0,0
ENSG00000173465.6,519,103,178,492,305,226,364,323,375
ENSG00000173467.7,0,2,0,0,0,0,0,0,0
ENSG00000173473.9,6553,13007,5242,11556,8645,5423,4667,6938,7813
ENSG00000173480.9,235,1120,654,969,345,869,528,692,833
ENSG00000173482.15,30,76,76,11,47,76,157,32,2322
ENSG00000173486.11,937,172,529,741,383,992,602,294,538
ENSG00000173511.8,923,409,372,1299,253,718,485,390,827
ENSG00000173517.9,527,6758,1968,2102,2647,3327,1885,2153,2959
ENSG00000173530.5,826,1038,428,574,1124,598,833,580,1432
ENSG00000173531.14,645,251,158,307,208,1966,196,433,212
ENSG00000173535.12,96,355,80,114,250,67,229,38,120
ENSG00000173540.11,1104,408,610,1093,978,1061,776,756,742
ENSG00000173542.7,856,14236,3295,2844,1495,2011,2008,4163,6325
ENSG00000173545.4,792,407,284,683,682,537,635,324,553
ENSG00000173546.7,211,171,132,499,836,62,420,205,128
ENSG00000173548.8,492,1598,984,314,197,316,1376,918,1389
ENSG00000173557.13,1,4,2,1,2,0,0,1,1
ENSG00000173559.11,2445,2975,2821,2234,3612,2538,4153,2648,4841
ENSG00000173567.13,122,261,315,370,250,469,128,123,272
ENSG00000173572.10,0,1,1,0,1,1,0,0,0
ENSG00000173575.17,4180,7500,5648,6741,5323,6923,5093,5078,9243
ENSG00000173578.7,2,7,10,11,50,14,1,4,28
ENSG00000173581.6,680,133,137,495,285,295,345,280,384
ENSG00000173585.14,8,77,116,18,161,73,58,157,42
ENSG00000173588.13,633,1483,819,1287,606,1043,453,717,1163
ENSG00000173597.7,355,148,1098,394,3329,998,1459,127,351
ENSG00000173598.12,796,1889,1055,901,759,1003,903,831,1216
ENSG00000173599.12,38,144,57,110,107,189,43,92,72
ENSG00000173610.10,0,1,0,0,0,0,0,0,0
ENSG00000173611.16,927,8053,1065,3655,1133,1576,1056,1405,2976
ENSG00000173612.8,0,1,0,0,0,1,0,0,0
ENSG00000173614.12,390,278,212,370,312,188,415,200,302
ENSG00000173621.8,1397,347,375,1364,715,1024,751,323,732
ENSG00000173626.8,1,4,1,0,1,0,2,0,2
ENSG00000173627.7,0,2,3,1,5,5,0,2,1
ENSG00000173638.17,2010,780,656,2159,1583,1164,1426,1037,1612
ENSG00000173641.16,1,3,7,3,3,5,3,1,7
ENSG00000173653.6,872,328,334,850,637,377,631,430,609
ENSG00000173660.10,2828,1463,1432,3459,1879,2036,1467,1379,4092
ENSG00000173662.18,12,7,45,7,8,62,33,79,11
ENSG00000173673.7,0,3,3,1,2,4,0,2,0
ENSG00000173674.9,1659,2755,2038,4139,2269,854,2372,2619,3555
ENSG00000173678.13,16,18,42,6,46,43,44,31,34
ENSG00000173679.2,0,3,2,0,0,0,0,0,1
ENSG00000173681.15,560,1647,1036,1183,1047,641,852,839,989
ENSG00000173692.11,4570,2982,2218,4563,3659,2612,3079,2127,3337
ENSG00000173698.16,73,57,385,135,95,387,189,259,48
ENSG00000173699.14,0,1,1,0,0,0,1,0,1
ENSG00000173702.6,0,5,0,0,0,0,0,0,0
ENSG00000173705.7,11,41,58,14,97,42,41,29,28
ENSG00000173706.11,249,1250,610,399,838,218,635,85,759
ENSG00000173714.7,0,1,0,4,3,2,3,0,1
ENSG00000173715.14,139,1397,195,442,319,268,202,283,428
ENSG00000173726.9,6044,5869,3094,7016,4405,1945,3476,3438,9247
ENSG00000173727.10,11,51,15,68,40,29,32,34,67
ENSG00000173728.9,16,34,31,28,62,99,49,81,26
ENSG00000173744.16,2903,5501,4564,3630,5329,4811,5796,2879,4472
ENSG00000173757.8,5206,14270,3638,8422,5208,4647,4892,5265,8193
ENSG00000173762.6,383,3291,329,509,3834,106,699,178,218
ENSG00000173769.4,0,4,7,1,1,0,0,0,1
ENSG00000173786.15,2836,2697,2098,3137,2701,2518,2731,2596,2413
ENSG00000173801.15,1200,6720,274,6624,9818,3041,2885,2911,6832
ENSG00000173805.14,2,8,7,13,8,7,2,7,3
ENSG00000173809.14,3,15,18,5,6,29,7,9,6
ENSG00000173810.9,3,1,0,0,1,0,1,1,1
ENSG00000173811.9,22,6,9,11,3,13,21,4,7
ENSG00000173812.9,17946,11475,14517,15056,12407,13990,20541,14524,31309
ENSG00000173818.15,595,970,636,844,553,660,609,926,688
ENSG00000173821.18,7828,22167,24469,19423,22492,9021,24111,13735,20095
ENSG00000173825.6,29,45,19,35,46,28,18,55,37
ENSG00000173826.13,0,14,2,5,0,3,6,1,6
ENSG00000173838.10,0,22,1,0,1,2,4,1,8
ENSG00000173846.11,1773,398,1319,696,827,1102,1352,960,2295
ENSG00000173848.17,659,2578,1447,1695,1295,510,806,621,1627
ENSG00000173852.12,613,2055,1050,1347,811,967,1410,905,619
ENSG00000173862.3,4,13,20,9,3,17,9,18,10
ENSG00000173867.8,20,48,43,42,21,47,26,45,36
ENSG00000173868.10,73,313,153,169,647,61,518,17,49
ENSG00000173875.12,1154,1775,1289,1526,1055,1463,1320,1179,1515
ENSG00000173889.14,1508,8750,5119,6112,4692,6034,4099,4619,8745
ENSG00000173890.15,375,687,236,455,949,863,600,332,513
ENSG00000173894.9,616,1736,212,1389,1913,761,247,1044,2606
ENSG00000173898.10,99,773,157,314,306,682,106,168,145
ENSG00000173905.7,966,145,1245,1854,2019,804,1074,1125,2660
ENSG00000173908.8,0,0,1,1,2,1,1,1,0
ENSG00000173914.10,874,1084,1228,1789,1148,1590,965,1383,1293
ENSG00000173915.11,961,464,779,1204,554,538,667,341,982
ENSG00000173917.10,837,21,630,786,12,14,852,745,524
ENSG00000173918.13,16,390,3,6,26,18,2,16,9
ENSG00000173926.5,111,283,234,373,128,641,71,268,305
ENSG00000173928.2,258,44,121,206,105,82,176,78,115
ENSG00000173930.8,271,827,605,586,386,64,936,535,299
ENSG00000173933.18,767,1081,1955,1104,1215,1533,1047,3254,1293
ENSG00000173947.12,9,17,16,9,14,0,6,4,2
ENSG00000173950.14,865,497,293,1190,791,442,561,538,1928
ENSG00000173954.8,0,0,0,0,0,0,0,0,0
ENSG00000173960.11,605,2286,845,968,907,420,637,821,1301
ENSG00000173966.7,0,1,4,0,1,0,0,0,0
ENSG00000173976.14,0,5,6,6,3,9,2,17,6
ENSG00000173988.11,58,102,113,123,9,24,124,124,142
ENSG00000173991.5,52,159,46,104,112,170,113,157,148
ENSG00000173992.7,1582,312,518,1756,463,606,589,449,1008
ENSG00000174004.5,11309,3955,1909,8731,5117,2212,5283,2370,4937
ENSG00000174007.7,164,378,261,281,153,163,230,169,204
ENSG00000174010.9,390,1560,1176,1371,1235,1506,807,1219,1430
ENSG00000174013.7,711,1557,342,1186,874,351,723,460,664
ENSG00000174015.8,0,1,1,0,0,0,0,0,0
ENSG00000174016.10,0,1,0,0,0,1,0,0,0
ENSG00000174021.9,1879,1010,1587,1719,1333,1631,1947,925,1733
ENSG00000174028.6,12,33,6,20,34,8,13,8,32
ENSG00000174032.15,596,2237,659,1750,416,682,769,655,2271
ENSG00000174038.11,37,49,89,63,81,157,122,135,72
ENSG00000174059.15,10465,24083,10,32863,7939,84,206,18,30341
ENSG00000174080.9,196,328,241,835,22,479,387,46,1753
ENSG00000174099.9,4711,6403,5014,8310,3883,5462,3439,3545,7491
ENSG00000174106.2,911,2750,1228,1975,1402,1050,1274,1371,2347
ENSG00000174109.4,237,85,117,286,161,137,183,116,214
ENSG00000174123.9,204,69,61,606,176,98,231,100,283
ENSG00000174125.6,831,1776,1190,1013,1188,212,2501,403,1236
ENSG00000174130.11,531,1053,561,819,1112,62,2140,548,946
ENSG00000174132.8,178,110,113,170,108,70,106,95,128
ENSG00000174136.10,17,16,18,1,17,18,24,9,4
ENSG00000174137.11,49,43,45,116,57,43,57,35,96
ENSG00000174145.7,1,1,31,2,2,6,3,6,1
ENSG00000174151.13,1136,728,702,1525,693,917,1153,700,950
ENSG00000174156.12,0,0,1,0,0,1,0,0,0
ENSG00000174165.6,2539,1104,883,3097,1307,1848,1426,1196,2251
ENSG00000174171.5,19,6,38,30,11,8,22,12,24
ENSG00000174173.6,798,609,397,883,797,296,571,497,752
ENSG00000174175.15,202,271,51,60,57,188,216,68,222
ENSG00000174177.11,554,103,268,458,334,283,369,285,312
ENSG00000174197.15,2629,6436,6355,8662,5843,9351,5609,5419,8137
ENSG00000174206.11,506,1248,412,1077,390,592,505,576,948
ENSG00000174225.13,31,164,69,75,25,68,43,53,63
ENSG00000174226.7,0,4,1,1,7,1,0,3,1
ENSG00000174227.14,2405,4373,2176,3845,2079,2927,2026,3083,2966
ENSG00000174231.15,25610,11694,14962,36232,23099,18426,22060,15771,26283
ENSG00000174233.10,794,2719,629,1013,560,81,298,1200,2388
ENSG00000174236.3,3,10,5,2,0,2,4,2,6
ENSG00000174238.13,3436,1419,3178,3515,2211,1755,2770,2170,2588
ENSG00000174243.8,4821,4109,2471,5557,3400,3519,3739,3065,4189
ENSG00000174255.6,6,14,18,14,5,9,10,7,14
ENSG00000174276.6,235,41,65,166,96,82,170,150,86
ENSG00000174279.4,1,88,2,0,1,0,1,0,0
ENSG00000174282.10,2243,1532,1495,3069,2188,1966,3599,1936,3246
ENSG00000174292.11,65,65,82,106,155,57,165,178,350
ENSG00000174306.20,916,2101,628,1173,1333,681,1004,534,1525
ENSG00000174307.6,276,272,44,106,91,75,46,83,129
ENSG00000174325.4,0,0,0,0,0,0,1,0,0
ENSG00000174326.10,16,30,6,26,15,5,39,17,23
ENSG00000174327.6,326,162,114,316,235,81,203,90,141
ENSG00000174332.4,2,10,1,0,7,2,2,1,8
ENSG00000174339.2,0,0,0,0,0,0,0,0,0
ENSG00000174343.5,1,10,1,1,0,2,0,0,1
ENSG00000174348.12,8,25,10,0,6,30,6,37,12
ENSG00000174353.16,601,927,479,1290,413,755,293,505,714
ENSG00000174358.14,0,187,1,59,6,6,0,4,22
ENSG00000174365.18,358,9,152,404,171,214,175,182,186
ENSG00000174370.8,427,59,47,329,8,112,131,50,543
ENSG00000174371.15,389,622,237,901,949,298,143,391,641
ENSG00000174373.14,392,1757,1364,1596,872,1264,943,1125,1278
ENSG00000174384.9,11,1,1,7,2,15,9,4,9
ENSG00000174403.14,20,2405,2,76,121,1,666,252,20
ENSG00000174405.12,566,806,564,1427,323,444,834,376,807
ENSG00000174407.10,2,71,0,3,5,0,25,11,2
ENSG00000174408.8,1,1,2,1,1,0,1,1,1
ENSG00000174417.2,0,7,12,1,7,16,5,3,7
ENSG00000174418.7,2,2,3,5,2,3,2,0,6
ENSG00000174428.15,288,261,238,367,170,349,303,300,252
ENSG00000174429.3,14,33,29,30,32,37,29,51,8
ENSG00000174437.15,6918,10117,5695,9432,9935,7656,8967,7582,9897
ENSG00000174442.10,557,1137,400,1487,1122,535,472,598,1104
ENSG00000174444.13,66153,22654,22701,58569,45044,31086,28693,23280,87287
ENSG00000174446.11,385,351,340,639,336,293,363,275,555
ENSG00000174448.7,4,14,0,3,2,0,1,0,2
ENSG00000174450.10,0,1,2,2,1,1,3,0,0
ENSG00000174453.8,1,63,4,3,21,1,0,0,8
ENSG00000174456.12,617,780,529,1308,513,474,521,523,1157
ENSG00000174460.3,3,4,6,2,10,3,0,10,2
ENSG00000174469.16,7,36,18,4,5,17,45,36,33
ENSG00000174473.14,35,27,14,27,14,20,23,8,23
ENSG00000174482.9,0,40,0,1,22,4,6,0,1
ENSG00000174483.18,250,286,226,455,214,543,270,333,274
ENSG00000174485.13,3474,5620,3981,4400,4916,3957,4185,2731,3991
ENSG00000174495.12,1,2,0,4,1,0,0,0,7
ENSG00000174498.12,3,10,3,7,6,4,6,3,2
ENSG00000174500.11,484,337,147,739,403,41,143,69,503
ENSG00000174501.13,662,4088,3211,3184,1637,4626,1028,2003,3174
ENSG00000174502.17,5,4,5,4,2,1,1,1,9
ENSG00000174514.11,109,315,208,166,132,172,90,258,283
ENSG00000174516.13,351,133,138,236,346,68,467,84,125
ENSG00000174521.7,13,14,28,15,23,19,28,27,16
ENSG00000174527.8,16,29,30,36,13,48,37,18,23
ENSG00000174529.7,67,71,22,117,40,61,50,49,54
ENSG00000174547.12,1306,272,384,1123,675,538,422,418,724
ENSG00000174562.12,0,1,0,1,0,0,0,1,0
ENSG00000174564.11,33,29,75,47,45,139,59,123,36
ENSG00000174567.7,1,2,2,0,1,2,3,0,11
ENSG00000174572.3,4,305,7,16,8,13,6,6,46
ENSG00000174574.14,2426,1980,2091,2701,1997,1228,1986,2050,2829
ENSG00000174576.7,0,8,3,2,4,5,1,2,1
ENSG00000174579.3,1814,5439,2302,3572,2911,3713,3433,2761,3848
ENSG00000174586.9,403,274,167,561,316,357,376,395,281
ENSG00000174599.5,0,3,2,1,0,1,0,0,2
ENSG00000174600.12,229,201,48,128,39,39,223,4,173
ENSG00000174606.11,1054,3621,1811,2465,1462,2138,1640,1710,2395
ENSG00000174607.9,2,103,50,4,10,79,29,8,0
ENSG00000174611.10,19,73,42,56,30,83,111,241,59
ENSG00000174628.15,75,27,223,95,17,51,77,112,20
ENSG00000174640.11,87,183,5,47,238,54,4,20,10
ENSG00000174652.16,1939,4258,2203,5820,1793,4905,1791,2974,1919
ENSG00000174667.3,0,0,0,0,1,0,0,0,0
ENSG00000174669.10,590,369,113,773,108,98,70,131,542
ENSG00000174672.14,25,25,74,12,76,36,39,119,31
ENSG00000174677.4,1,15,0,0,1,0,0,0,0
ENSG00000174678.9,1,0,1,1,0,0,0,1,0
ENSG00000174680.8,3,6,8,8,12,6,2,0,8
ENSG00000174684.6,291,137,124,461,145,70,88,145,252
ENSG00000174695.8,2796,2667,3102,3482,2595,1593,4499,1206,4073
ENSG00000174697.4,0,3,5,1,5,216,1,5,2
ENSG00000174705.10,126,1906,237,63,1115,80,44,23,601
ENSG00000174715.7,122,139,216,164,99,484,196,181,72
ENSG00000174718.10,1023,5741,5808,2498,2514,1942,6834,2854,6366
ENSG00000174720.14,1966,2677,1877,2394,1545,1586,1554,1087,2469
ENSG00000174721.9,121,5,58,173,88,61,36,56,87
ENSG00000174738.11,296,2951,1266,1086,764,470,697,1450,1186
ENSG00000174740.7,1,4,4,0,0,1,0,1,2
ENSG00000174744.12,1291,300,576,822,579,577,931,542,738
ENSG00000174748.17,35679,17064,14252,35181,21414,17431,18505,14080,46641
ENSG00000174749.5,914,1468,415,754,789,268,397,198,868
ENSG00000174775.15,601,266,193,733,386,299,387,323,356
ENSG00000174776.9,796,244,855,1486,699,7,828,107,1579
ENSG00000174780.14,6324,10141,3971,8688,5496,3884,4267,3451,9412
ENSG00000174788.8,72,5,51,95,15,111,74,69,39
ENSG00000174791.9,589,20,278,133,102,379,904,79,214
ENSG00000174792.9,0,16,7,9,5,4,0,3,3
ENSG00000174796.11,357,1209,558,791,577,588,494,348,751
ENSG00000174799.9,716,4717,1492,2130,1321,1094,1356,1940,2614
ENSG00000174804.3,13,57,6,2,8,53,5,10,24
